name,developer,publisher,platform,release_date,summary,meta_score,user_review
Tom Clancy's Splinter Cell,Ubisoft Montreal,Ubisoft, Xbox,2002-11-17,"Infiltrate terrorists' positions, acquire critical intelligence by any means necessary, execute with extreme prejudice, and exit without a trace. In Tom Clancy's Splinter Cell, you are Sam Fisher, a highly trained secret operative of the NSA's secret arm: Third Echelon. Suit up with the latest classified field operative gear and weapons as you travel through diverse mission objectives. The world's future is in your hands, as cyber terrorism and international tensions are about to explode into WWIII.",93,8.6
Grand Theft Auto III,DMA Design,Rockstar Games, PC,2002-05-20,"The PC version features enhanced 3D audio. Environmentally scaled and referenced from the player's perspective. Create your own customizable Liberty City radio station, using the built-in mp3 player. State-of-the art visuals utilizing the latest PC hardware render the city more beautifully than ever in 32 bit color. The skinnable player character enables fans to create and upload their own skin textures and to use a scanned-in photo to play as themselves. [Rockstar]",93,8.2
Quake III Arena,id Software,Activision, Dreamcast,2000-10-22,"Prepare to abandon every ounce of common sence and any trace of doubt as you're engulfed by an online multiplayer frnezy throughout cyberspace! Delve into lands of eerie uncertainty and fatal hazards drawing you into the depths of dispair, as legions of foes surround you. Challenging the gut reaction that transported you here in the first place. Immerse yourself within.",93,8.3
Homeworld,Relic Entertainment,Sierra Entertainment, PC,1999-08-31,"Deported to a harsh desert world, exiles have struggled for three thousand years to regain the stars. Now it's up to you to guide them home through a brutal empire bent on annihilation. Homeworld boasts amazing ship graphics and gorgeous deep-space vistas, a unique command and navigation interface and white-knuckle real-time strategy. [Sierra]",93,8.8
Okami,Clover Studio,CAPCOM, PlayStation 2,2006-09-19,"In Okami, the legendary monster Orochi has come back to life and turned the world into a veritable wasteland. Players must assume the role of a wolf, an embodiment of the sun god Amaterasu, which is capable of wielding unimaginable power. The state of the world lies in gamer's hands as they must fight ominous beings and reclaim the earth from a curse that plagues it. It is crucial to help Amaterasu make the world a place where all living creatures can dwell once again. [Capcom]",93,9.1
The Elder Scrolls IV: Oblivion,Bethesda Game Studios,Bethesda Softworks, PlayStation 3,2007-03-20,"Oblivion is a single-player game that takes place in Tamriel's capital province, Cyrodiil. You are given the task of finding the hidden heir to a throne that sits empty, the previous emperor having been killed by an unknown assassin. With no true Emperor, the gates to Oblivion (the equivalent of hell in the world of Tamriel) open, and demons begin to invade Cyrodiil and attack its people and towns. It's up to you to find the lost heir to the throne and unravel the sinister plot that threatens to destroy all of Tamriel. In keeping with the Elder Scrolls tradition, players have the option to experience the main quest at their own pace, and there are plenty of opportunities to explore the vast world and make your own way. Numerous factions can be joined, such as the thieves or mages guilds, and each contains its own complete storyline and the chance to rise to the head of the faction and reap further rewards. Oblivion features a groundbreaking new AI system, called Radiant AI, which gives non-player characters (NPCs) the ability to make their own choices based on the world around them. They decide where to eat or who to talk to and what they say. They sleep, go to church, and even steal items, all based on their individual characteristics. Full facial animations and lip-synching, combined with full speech for all dialog, allows NPCs to come to life like never before. [Bethesda]",93,8.2
Fallout 3,Bethesda Game Studios,Bethesda Softworks, Xbox 360,2008-10-28,"Vault-Tec engineers have worked around the clock on an interactive reproduction of Wasteland life for you to enjoy from the comfort of your own vault. Included is an expansive world, unique combat, shockingly realistic visuals, tons of player choice, and an incredible cast of dynamic characters. Every minute is a fight for survival against the terrors of the outside world – radiation, Super Mutants, and hostile mutated creatures. From Vault-Tec, America's First Choice in Post Nuclear Simulation. Vault 101 - Jewel of the Wastes. For 200 years, Vault 101 has faithfully served the surviving residents of Washington DC and its environs, now known as the Capital Wasteland. Though the global atomic war of 2077 left the US all but destroyed, the residents of Vault 101 enjoy a life free from the constant stress of the outside world. Giant Insects, Raiders, Slavers, and yes, even Super Mutants are all no match for superior Vault-Tec engineering. Yet one fateful morning, you awake to find that your father has defied the Overseer and left the comfort and security afforded by Vault 101 for reasons unknown. Leaving the only home you've ever known, you emerge from the Vault into the harsh Wasteland sun to search for your father, and the truth. [Bethesda Softworks]",93,8.5
Gears of War 2,Epic Games,Microsoft, Xbox 360,2008-11-07,"Gears of War 2 builds upon the gameplay of the first title in every way. First, the scope of the action is bigger: new characters, more weapons, nastier enemies, bigger vehicles, and grander locales offer more action, more emotion, and more thrills. Next, every major aspect of the game has been refined to create heightened, more immersive experiences. Finally, the overall tone of Gears of War 2 is more badass: replete with new weapon-specific executions, chainsaw duels, and shocking boss fights. Gears of War 2 raises the graphics bar for next-generation games through its breathtaking visual effects, which are made possible through advances in Unreal Engine 3. New visual effects include ambient occlusion, dynamic shadows, improved character lighting, the ability to render hundreds of on-screen characters simultaneously, improved water physics, additional blood and bullet decals, advanced destructible environments, new weather effects, and the introduction of fluid objects. When combined with the sweeping vistas and evocative locales in the world of Sera where the Gears of War 2 story unfolds, these additions help make this the most gorgeous game available this generation. Gears of War 2 continues to push deep, immersive storytelling in video games to greater heights. Humanity's epic battle for survival is felt on both the personal and epic levels as you explore multiple story arcs that introduce new characters and flesh out the histories of familiar ones. A new in-game conversational camera system also helps bring the compelling story to life in a cinematic fashion. [Microsoft]",93,7.9
SoulCalibur II,Project Soul,Namco, GameCube,2003-08-27,"Open the next chapter in world of Soul Calibur. Soul Calibur II features seven distinctive gameplay modes including: Arcade, Versus, Time Attack, Survival, Team Battle, Practice, and the console exclusive Weapon Master. Collect up to 200 different weapons and battle characters with their own styles, strengths, and abilities. In addition to the 13 fighters, each platform has unique special fighters: Link for GameCube, Heihachi for PS2, and Spawn for Xbox. Prove yourself through soul and sword.",93,8.9
World Soccer Winning Eleven 6 International,Konami,Konami, PlayStation 2,2003-03-11,"North America, the wait is over. Experience the most realistic virtual recreation of the sport to date. Life-like player models, staggeringly realistic animations, and renowned gameplay bring a soccer experience that can't be beat. This critically acclaimed title is the must have soccer game of the year. Find out what you've been missing. Create your own dream team in the Master League. [Konami]",93,8.4
NFL 2K3,Visual Concepts,Sega, PlayStation 2,2002-08-12,"Get ready for a crowd of new features and improvements, including a completely new Franchise mode, thrilling new offensive and defensive animations, and broadcast-quality commentary regarded as the best in all of sports video games. Complete with all the updated rosters, the new NFL alignment changes, and completely redesigned stadiums, its time to hit the line hard and remember winning isn't a sometime thing: it's an all-time thing. [Sega]",93,7.3
Mass Effect 3,BioWare,Electronic Arts, Xbox 360,2012-03-06,"BioWare completes the Mass Effect Trilogy with Mass Effect 3. Earth is burning. Striking from beyond known space, a race of terrifying machines have begun their destruction of the human race. As Commander Shepard, an Alliance Marine, the only hope for saving mankind is to rally the civilizations of the galaxy and launch one final mission to take back the Earth.",93,6
Hades,Supergiant Games,Supergiant Games, PlayStation 5,2021-08-13,"Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre. Hades is a god-like rogue-like dungeon crawler that combines the best aspects of Supergiant's critically acclaimed titles, including the fast-paced action of Bastion, the rich atmosphere and depth of Transistor, and the character-driven storytelling of Pyre. BATTLE OUT OF HELL. As the immortal Prince of the Underworld, you'll wield the powers and mythic weapons of Olympus to break free from the clutches of the god of the dead himself, while growing stronger and unraveling more of the story with each unique escape attempt. UNLEASH THE FURY OF OLYMPUS The Olympians have your back! Meet Zeus, Athena, Poseidon, and many more, and choose from their dozens of powerful Boons that enhance your abilities. There are thousands of viable character builds to discover as you go. BEFRIEND GODS, GHOSTS, AND MONSTERS A fully-voiced cast of colorful, larger-than-life characters is waiting to meet you! Grow your relationships with them, and experience thousands of unique story events as you learn about what's really at stake for this big, dysfunctional family. BUILT FOR REPLAYABILITY New surprises await each time you delve into the ever-shifting Underworld, whose guardian bosses will remember you. Use the powerful Mirror of Night to grow permanently stronger, and give yourself a leg up the next time you run away from home. NOTHING IS IMPOSSIBLE Permanent upgrades mean you don't have to be a god yourself to experience the exciting combat and gripping story. Though, if you happen to be one, crank up the challenge and get ready for some white-knuckle action that will put your well-practiced skills to the test. SIGNATURE SUPERGIANT STYLE The rich, atmospheric presentation and unique melding of gameplay and narrative that's been core to Supergiant's games is here in full force: spectacular hand-painted environments and a blood-pumping original score bring the Underworld to life.",93,8.4
Metal Gear Solid V: The Phantom Pain,Kojima Productions,Konami, PlayStation 4,2015-09-01,"Following the prologue METAL GEAR SOLID V: GROUND ZEROES, METAL GEAR SOLID V: THE PHANTOM PAIN concludes the METAL GEAR SOLID V experience by following the story of the protagonist of the series, Big Boss (a.k.a. Snake). The METAL GEAR SOLID V experience is Creator and Director Hideo Kojima's first time incorporating open world gameplay to the groundbreaking METAL GEAR franchise.",93,8.2
Skies of Arcadia,Overworks,Sega, Dreamcast,2000-11-13,"The age of exploration has dawned and you are about to embark on a magical journey, a voyage of discovery across the vast Skies of Arcadia in search of treasures untold, and where there is treasure, there will be Air Pirates! With over six vast lands to navigate, magnificent ships to fly and customize, a host of weapons and magical spells to be discovered and unique Internet functions to aid your quest, Skies of Arcadia is the most immense gaming experience ever created.",93,8.9
The Legend of Zelda: Skyward Sword,Nintendo,Nintendo, Wii,2011-11-20,"A Link to the Future - The Legend of Zelda: Skyward Sword shakes up the tried-and-true adventure game formula and marks a turning point for the franchise. The introduction of full motion controls enabled by Wii MotionPlus technology synchronizes player movements with Link's actions while offering the most intuitive play control of any game in the series to date. FEATURES: * The Legend of Zelda: Skyward Sword boasts the most realistic sword combat of any game to date, turning every encounter into a challenge of both brains and brawn. Wii MotionPlus technology accurately translates the angle of every sword slice, effectively putting Link's blade in the player's hand. Analyzing enemy attack and defense tendencies and counteracting with precise swings of the sword provide a satisfying experience that blends puzzle-solving with a new and distinctly unique combat system. * Explore a massive, multilayered world that seamlessly blends soaring exploration in a sea of clouds with intense ground-based adventuring that blurs the line between the main world and traditional Zelda dungeons. Link soars through the skies on the back of a noble bird and dives beneath the clouds to the continent below in an epic quest that lays the foundation for the events in the critically acclaimed The Legend of Zelda: Ocarina of Time. * Prepare for intense puzzle-solving as only The Legend of Zelda games can deliver. Exploration of the forests, volcanoes and deserts requires players to think on their feet as they solve puzzles, overcome obstacles and escape deadly traps. Once they find their way to each dungeon, they are confronted by even more puzzles guarded by fiendish enemies. * The Legend of Zelda: Skyward Sword redefines the traditional Zelda framework and introduces an arsenal of items, upgrades and rewards unlike any game in the franchise to date. The adventure guides players into, out of and back to dungeons and areas they've already completed. Along the way, Link gathers a massive inventory of peculiar items and resources that can be used to upgrade many of his weapons and equipment. * Every copy in the initial production of the game will come packaged with a special music CD featuring orchestral arrangements of select songs that will be performed at The Legend of Zelda 25th Anniversary Symphony Concert. * This version of The Legend of Zelda: Skyward Sword comes packaged with a special Gold Wii Remote Plus controller. You can also purchase a copy of the game without a controller.",93,8.1
Mario Kart Super Circuit,Intelligent Systems,Nintendo, Game Boy Advance,2001-08-26,"Whoever hands out driver's licenses in the Mushroom Kingdom is about to be in some serious trouble. Classic Mario Kart action is back once again, this time in a colorful, lightning-fast game that you can take anywhere. Mario, Luigi, Peach, Toad, Wario, Yoshi, and Bowser are all tearing up the track, tossing Koopa Shells and laying banana peels along the way. Mario Kart: Super Circuit puts your driving skills to the test on 40 tracks, each littered with wild weapons and obstacles. Four players can compete in Mario Kart: Super Circuit using only one Game Pak. If each player has a copy of the game, bonus features and new modes of play become available.",93,7.8
Beat Saber,Oculus Development Team,Beat Games, PC,2019-05-21,Beat Saber is a VR rhythm game where your goal is to slash the beats which perfectly fit into precisely handcrafted music.,93,8.4
Rock Band 3,Harmonix,Harmonix, Xbox 360,2010-10-26,Rock Band returns with another iteration of the popular music game featuring new songs and instruments.,93,8
Viewtiful Joe,CAPCOM,CAPCOM, GameCube,2003-10-07,"Joe is no ordinary man and Viewtiful Joe is no ordinary game. Capcom's new superhero action game mixes funky cartoon-style visuals with classic side-scrolling gameplay and introduces the world's quirkiest million dollar action hero. More than just any ordinary dude, Joe must transform into the ultimate superhero. It's up to you to activate the correct view mode like ""slow"" or ""zoom in"" in order to clobber your enemies with beautiful style. You can also speed up or slow down your visual effects for even more ""viewtiful"" moves. Viewtiful Joe mixes an innovative viewpoint with an amazing stunt-filled action movie universe.",93,8.3
Test Drive Le Mans,Infogrames,Infogrames, Dreamcast,2000-11-13,"In order to join them, you will need excellent racing strategy and masterful driving skills to finish the race. You will have to be able to control the most powerful cars at speeds of over 350 kmh. You will have to bring out the hero in you! Are you ready for the challenge?",93,8.3
NBA 2K1,Visual Concepts,Sega, Dreamcast,2000-11-01,"Visual Concepts has tweaked and buffed out the annoying gameplay traits that plagued its original hoops game, and the result is a highly polished product.",93,7.2
Castlevania: Symphony of the Night,Konami,Konami, PlayStation,1997-10-02,"As a descendant of Dracula, you must end the vampire bloodline. Can you rid the world of this unspeakable terror? Uncover the mystery of Castlevania and challenge an adventure as legendary as its name. Over 140 different enemies, bosses, and ghastly creatures. Awesome magical spells - transform into a bat, a wolf, or etheral mist. Hidden weapons, secrets, and characters...the largest Castlevania ever!",93,9.2
Hades,Supergiant Games,Supergiant Games, PC,2020-09-17,Defy the god of death as you hack and slash your way out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion and Transistor.,93,8.9
Star Wars: Knights of the Old Republic,BioWare,LucasArts, PC,2003-11-18,"Engage in this saga set in the Golden Age of the Republic - over 4,000 years before the first Star Wars film, when both Jedi and Sith number in the thousands. With the Galaxy reeling from a recent conflict with the Dark Lords, the ongoing battle between the Jedi and the Sith rages on. Your actions determine the outcome of this colossal galactic war - and your destiny as a Jedi. [LucasArts]",93,9
Virtua Fighter 4: Evolution,Sega,Sega, PlayStation 2,2003-08-13,"Challenge a steady stream of opponents with varying ranks and skill levels, with the impression that you're playing online against human opponents with different styles. Along with this illusion of online play, Virtua Fighter 4 has also been expanded upon, including the roster, the character customization features, the visuals, the training mode, and even the arcade mode. With the different tournaments and two new characters to explore, VF4: Evolution will put your fighting skills to the ultimate test.",93,8.7
Uncharted 4: A Thief's End,Naughty Dog,Sony Computer Entertainment, PlayStation 4,2016-05-10,"Set 3 years after the events of Uncharted 3, Nathan Drake has apparently left the world of fortune hunting behind. However, it doesn’t take long for adventure to come calling when Drake’s brother, Sam, re-emerges asking for his help to save his own life and offering an adventure Drake cannot resist. On the hunt for Captain Henry Avery’s long-lost treasure, Sam and Drake embark on a journey to find Libertalia, the pirate utopia deep in the forests of Madagascar. Uncharted 4: A Thief’s End takes players around the globe, through jungle isles, urban cities and snow-capped peaks on the search for Avery’s fortune. [Naughty Dog]",93,8.8
Super Smash Bros. Ultimate,Sora Ltd.,Nintendo, Switch,2018-12-07,"Inklings from the Splatoon series, as well as returning Smash characters like Mario and Link will be making appearances in this classic Nintendo franchise's Switch debut. Faster combat, new items, new attacks, new defensive options, and more will keep the battle raging whether you’re at home or on the go.",93,8.6
Braid,Number None,Number None, PlayStation 3,2009-11-12,"[Playstation Network] Explore the human condition and manipulate time as our hero Tim leaps onto the PlayStation Network in the lush, painterly world of Braid, a puzzle-platformer that takes you from a house in the city on a journey through a series of worlds to solve puzzles and rescue the princess. In each world, you have a different power to affect the way time behaves, including the ability to rewind, create parallel realities and utilize time dilation to overcome the many obstacles in your path. There is no filler in this game; every puzzle shows you something new and interesting about the game world. [Hothead Games]",93,7.8
Mass Effect 3,BioWare,Electronic Arts, PlayStation 3,2012-03-05,"BioWare completes the Mass Effect Trilogy with Mass Effect 3. Earth is burning. Striking from beyond known space, a race of terrifying machines have begun their destruction of the human race. As Commander Shepard, an Alliance Marine, the only hope for saving mankind is to rally the civilizations of the galaxy and launch one final mission to take back the Earth.",93,5.8
Paper Mario,Intelligent Systems,Nintendo, Nintendo 64,2001-02-05,"Mario pals around in an all-new action adventure! Mario's back in his first adventure since Super Mario 64, and this time, Bowser's bent on preventing a storybook ending. When Princess Peach is kidnapped, Mario plots to rescue the seven Star Spirits and rid the Mushroom Kingdom of Koopa's cruel cohorts. As he travels from the tropical jungles of Lavalava Island to the frosty heights of Shiver Mountain, he'll meet up with seven all-new companions... and he'll need help from each one or there'll be no happily ever after.",93,9
Wipeout XL,Psygnosis,Psygnosis, PlayStation,1996-09-30,"The original scorched the game world and became an instant classic. Fast-forward now to a brutal new generation of anti gravity racing. Loaded with faster, smoother graphics, more tracks, more crafts, and a range of nasty new weaponry. Wipeout XL will give you the rush of your life.",93,8.6
Grand Theft Auto: San Andreas,Rockstar Games,Rockstar Games, Xbox,2005-06-07,"Five years ago Carl Johnson escaped from the pressures of life in Los Santos, San Andreas... a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers. Now, it's the early 90s. Carl's got to go home. His mother has been murdered, his family has fallen apart and his childhood friends are all heading towards disaster. On his return to the neighborhood, a couple of corrupt cops frame him for homicide. CJ is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.",93,8.8
Resident Evil 2,CAPCOM,CAPCOM, Xbox One,2019-01-25,"In Resident Evil 2, the classic action, tense exploration, and puzzle solving gameplay that defined the Resident Evil series returns. Players join rookie police officer Leon Kennedy and college student Claire Redfield, who are thrust together by a disastrous outbreak in Raccoon City that transformed its population into deadly zombies. Both Leon and Claire have their own separate playable campaigns, allowing players to see the story from both characters’ perspectives. The fate of these two fan favorite characters is in players hands as they work together to survive and get to the bottom of what is behind the terrifying attack on the city. Will they make it out alive?",93,8.7
INSIDE,Playdead,Playdead, Xbox One,2016-06-29,"Hunted and alone, a boy finds himself drawn into the center of a dark project. The second game from Limbo developer Playdead.",93,8.3
World of Warcraft,Blizzard Entertainment,Blizzard Entertainment, PC,2004-11-23,"Four years have passed since the aftermath of Warcraft III: Reign of Chaos, and a great tension now smolders throughout the ravaged world of Azeroth. As the battle-worn races begin to rebuild their shattered kingdoms, new threats, both ancient and ominous, arise to plague the world once again. World of Warcraft is an online role-playing experience set in the award-winning Warcraft universe. Players assume the roles of Warcraft heroes as they explore, adventure, and quest across a vast world. Being ""Massively Multiplayer,"" World of Warcraft allows thousands of players to interact within the same world. Whether adventuring together or fighting against each other in epic battles, players will form friendships, forge alliances, and compete with enemies for power and glory. A dedicated live team will create a constant stream of new adventures to undertake, lands to explore, and monsters to vanquish. This content ensures that the game will never be the same from month to month, and will continue to offer new challenges and adventures for years to come. [Blizzard Entertainment]",93,7.4
Grand Theft Auto: San Andreas,Rockstar Games,Rockstar Games, PC,2005-06-07,"Five years ago Carl Johnson escaped from the pressures of life in Los Santos, San Andreas... a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers. Now, it's the early 90s. Carl's got to go home. His mother has been murdered, his family has fallen apart and his childhood friends are all heading towards disaster. On his return to the neighborhood, a couple of corrupt cops frame him for homicide. CJ is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets. [Rockstar]",93,8.9
Flipnote Studio,Nintendo,Nintendo, DS,2009-08-12,"[DSiWare] Let your inner artist loose with Flipnote Studio, an easy to use and surprisingly powerful animation application. Create Flipnotes by using the stylus to write letters and draw pictures, capture sounds using the microphone, and even insert photos captured with the Nintendo DSi Camera. Save a Flipnote with multiple pages that run successively and you've just made an animated Flipnote that works like a flip book! And if you feel like sharing your masterpiece, send it to your Flipnote friends or, if you are a registered Hatena.com user, release it via Flipnote Hatena, an online service run by Japanese Web-service provider Hatena. With such a large set of tools available, you’ll quickly find that there are many ways to enjoy Flipnote Studio. [Nintendo]",93,7.5
World Soccer Winning Eleven 7 International,Konami,Konami, PlayStation 2,2004-02-17,"Winning Eleven 7 International features 100 teams, 21 stadiums, new player models and key additions to the Master League. Winning Eleven 7 also utilizes a custom designed engine that allows for great flexibility and customization. Upon entering a match, players will find incredibly masterful gameplay, beautifully rendered stadiums and picture-perfect player models. While on the field, players will experience true-to-life gameplay, with carefully tuned A.I., realistic pace and balance. [Konami]",93,8.4
NBA 2K2,Visual Concepts,Sega, Dreamcast,2001-10-24,"Exploit the defender with a lightning quick drop step move before you launch all out attack, finishing with an impressive dunk! With enhanced player performance such as this, the most renowned basketball game ever has been improved on all levels. Run the floor with new moves, exploit the new steal system then stand back in awe as you're put right behind the cameras in replay mode. With the addition of legendary urban playground courts, including the famous Mosswood Park, NBA2K2 is the true basketball experience.",93,7.4
SoulCalibur II,Project Soul,Namco, PlayStation 2,2003-08-27,"A new page in history has begun as the most highly-anticipated fighting game ever finally arrives! The greatest 3-D weapons-based fighter will provide non-stop action, excitement and surprises as you go one-on-one against your favorite challengers. 13 historic fighters plus all new combatants including Necrid, specially designed by Todd McFarlane Productions, Inc. Unique special guest fighters for each platform include Link (GameCube), Heihachi (PS2), and Todd McFarlane's Spawn (Xbox). 7 exciting modes of play including Arcade, Vs, Time Attack, Survival, Team Battle, Practice, and Weapon Master. Collect 200 different weapons in the all-new mission-complete Weapon Master mode. [Namco]",92,8.7
The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks, PlayStation 3,2011-11-11,"The next chapter in the Elder Scrolls saga arrives from the Bethesda Game Studios. Skyrim reimagines the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose. Play any type of character you can imagine, and do whatever you want; the legendary freedom of choice, storytelling, and adventure of The Elder Scrolls is realized like never before. Skyrim's new game engine brings to life a complete virtual world with rolling clouds, rugged mountains, bustling cities, lush fields, and ancient dungeons. Choose from hundreds of weapons, spells, and abilities. The new character system allows you to play any way you want and define yourself through your actions. Battle ancient dragons like you've never seen. As Dragonborn, learn their secrets and harness their power for yourself.",92,6.6
Prince of Persia: The Sands of Time,Ubisoft Montreal,Ubisoft, Xbox,2003-11-12,"Embark on a journey of scorched sands and ancient legends. A young prince, drawn to the dark powers of a magic dagger, unleashes a deadly evil upon a beautiful kingdom. Guide the Prince on his quest to reverse the curse by using the Sands of Time, a power which allows you to erase the past, see into the future and slow down the present. Perform gravity-defying acrobatics and swashbuckling attacks in a staggering array of landscapes and kingdoms. Restore peace to the land and fulfill your destiny.",92,8
Call of Duty 4: Modern Warfare,Infinity Ward,Activision, PC,2007-11-05,"As Call of Duty 4: Modern Warfare's single player campaign unfolds, the player is introduced to new gameplay at every turn – one moment you are fast-roping from your Black Hawk helicopter after storming into the war zone with an armada of choppers, the next you are a sniper, under concealment, in a Ghillie suit miles behind enemy lines, the next you are engaging hostiles from an AC-130 gunship thousands of feet above the battlefield. Mixed with explosive action, Call of Duty 4: Modern Warfare also delivers special effects, including use of depth of field, rim-lighting, character self-shadowing, real time post-processing, texture streaming as well as physics-enabled effects. Infinity Ward deployed a dedicated team from the start to deliver a new level of depth to multiplayer. Building on the hit ""Call of Duty 2"" online experience, Call of Duty 4: Modern Warfare's new multiplayer provides the community an addictive and accessible experience to gamers of all levels. [Activision]",92,8.5
Forza Horizon 4,Playground Games,Microsoft, Xbox One,2018-09-28,"For the first time in the racing and driving genre, experience dynamic seasons in a shared open-world. Explore beautiful scenery, collect over 450 cars, and become a Horizon Superstar in historic Britain.",92,8.2
God of War III,Santa Monica Studio,Sony Computer Entertainment, PlayStation 3,2010-03-16,"Set in the realm of brutal Greek mythology, God of War III is a single-player game which allows players to take on the climatic role of the ex-Spartan warrior, Kratos, as he scales through the intimidating heights of Mt. Olympus and the dark depths of Hell to seek revenge on those who have betrayed him. Armed with double-chained blades, and an array of new weapons and magic for this iteration of the trilogy, Kratos must take on mythology’s darkest creatures while solving intricate puzzles throughout his merciless quest to destroy Olympus. [SCEA]",92,8.8
Divinity: Original Sin II - Definitive Edition,Larian Studios,Bandai Namco Entertainment, Xbox One,2018-08-31,"Set a thousand years after the first game, Divinity: Original Sin II presents a darker, more grounded narrative and expands on the tactical combat system of its award-winning predecessor. In Divinity: Original Sin, you were on a quest for the forbidden Source magic. Now, you yourself are a Sourcerer: a dangerously powerful individual whose abilities summon creatures from the encroaching Void. The Divine is dead and the Void is everywhere. Sourcerers are blamed and the Divine Order is leading the charge against the threat: you. Captured and sent to Fort Joy, you will be ""cured"" of your powers -- no matter the cost. But the Order has secrets of its own that may cast doubt on its so-called holy mission. As you escape from Fort Joy, you realize that if the world remains godless, it will be consumed by the Void.",92,7.7
NFL 2K3,Visual Concepts,Sega, GameCube,2002-08-21,"NFL 2K3 upgrades Sega Sports' football series with realistic player animations, play-calling intelligence, and an on-the-fly audible system. With Franchise mode, you get total team control as player, coach, and general manager. A new ESPN broadcast system lets you review all the highlights from your games. Now you can track the best players, make the smartest trades, and build the most dominant team in the league. NFL 2K3 also brings you closer to the action with updated rosters and authentic stadiums.",92,7.1
SSX Tricky,EA Canada,EA Sports, PlayStation 2,2001-11-05,"Second-generation rider physics provide more in-air and on-snow user control. Compete in the World Circuit, go head-to-head in the unique Showoff (trick) versions of nine courses on the World Circuit, or just kick it in Free Ride. New Garibaldi and Alaska courses let you get more vertical and catch more air, while all the original courses have some new surprises. [Electronic Arts]",92,8.8
NHL 2002,EA Canada,EA Sports, PlayStation 2,2001-09-24,"The PlayStation 2 version features include Career Mode, allowing you to compete for the Stanley Cup for 10 consecutive years and build a true hockey dynasty. Also included are Quick Game, Season, Playoffs, Shootout, and Tournament modes. [EA Sports]",92,8.3
Guitar Hero II,Harmonix,RedOctane, Xbox 360,2007-04-03,"Rock the Rhythm, Lead, and Bass Guitar tracks in the follow-up sequel to ""Guitar Hero."" Form your guitar duo and shred riffs cooperatively or go head to head in all new multiplayer modes. With over 55 tracks to rock out to, you'll go from Guitar Hero to Guitar god in one press of a fret button. Choose from multiple rock characters and jam at concert venues that grow in size as your rock career progresses. You'll start your rock career playing small clubs and bars, but if you play well you'll work your way up to stadiums and arenas. Guitar Hero II takes the guitar rock experience to new volumes by allowing players to play 3 different guitar tracks: Rhythm, Bass, and Lead. Guitar Hero II introduces all new multiplayer modes like: cooperative, pro-face off, and face off, letting 2 Guitar Heroes conduct their own symphonies of destruction. Shred School: Guitar Hero II features an all new practice mode, allowing Guitar Zeroes to become Guitar Heroes with enough practice. With Guitar Hero II for Xbox 360 rock rhythm, lead, or bass guitar tracks with downloadable content and the new X-Plorer controller, designed specifically for the Xbox 360. [RedOctane]",92,8.1
Prince of Persia: The Sands of Time,Ubisoft Montreal,Ubisoft, PlayStation 2,2003-11-06,"Amidst the sands of ancient Persia, a young Prince unleashes a deadly evil. Embark on a harrowing quest to restore peace and the fabric of Time. Embody a legendary hero with gravity-defying acrobatics, ferocious fighting combos, and the ability to bend time to fulfill his bidding. Wield the power of the Sands of Time - a mythical force allowing the Prince to erase the past, behold the future, and freeze the present. You'll uncover the mysteries of a world never before explored in action-adventure gaming. Ancient Persia, mythical and deadly, holds a staggering array of landscapes and kingdoms to explore and conquer. [Ubi Soft]",92,8.8
Uncharted 3: Drake's Deception,Naughty Dog,Sony Computer Entertainment, PlayStation 3,2011-11-01,"A search for the fabled ""Atlantis of the Sands"" propels fortune hunter Nathan Drake on a trek into the heart of the Arabian Desert. When the terrible secrets of this lost city are unearthed, Drake's quest descends into a desperate bid for survival that strains the limits of his endurance and forces him to confront his deepest fears.",92,8.4
